smiles,freesolv,description,chembl_id
CC(Cl)(Cl)Cl,-0.19,"This molecule is a synthetic chemical that does not occur naturally in the environment. It also is known as methylchloroform, methyltrichloromethane, trichloromethylmethane, and trichloromethane. Its registered trade names are chloroethene NU® and Aerothene TT®.</p No 1,1,1-trichloroethane is supposed to be manufactured for domestic use in the United States after January 1, 2002 because it affects the ozone layer. This molecule had many industrial and household uses, including use as a solvent to dissolve other substances, such as glues and paints; to remove oil or grease from manufactured metal parts; and as an ingredient of household products such as spot cleaners, glues, and aerosol sprays. This molecule appears as a colorless liquid with a sweet, pleasant odor. May irritate skin, eyes and mucous membranes. In high concentrations the vapors may have a narcotic effect. Nonflammable, but may decompose and emit toxic chloride fumes if exposed to high temperatures. Used as a solvent. This molecule is a member of the class of chloroethanes carrying three chloro substituents at position 1. It has a role as a polar solvent. This molecule is used as a solvent and in many consumer products. Effects reported in humans due to acute (short-term) inhalation exposure to methyl chloroform include hypotension, mild hepatic effects, and central nervous system (CNS) depression. Cardiac arrhythmia and respiratory arrest may result from the depression of the CNS. Symptoms of acute inhalation exposure include dizziness, nausea, vomiting, diarrhea, loss of consciousness, and decreased blood pressure in humans. After chronic (long-term) inhalation exposure to methyl chloroform, some liver damage was observed in mice and ventricular arrhythmias in humans. EPA has classified methyl chloroform as a Group D, not classifiable as to human carcinogenicity. This molecule is generally considered as a polar solvent. Owing to its unsymmetrical structure, it is a superior solvent for organic compounds that do not dissolve well in hydrocarbons such as hexane. It is an excellent solvent for many organic materials and also one of the least toxic of the chlorinated hydrocarbons. Prior to the Montreal Protocol, it was widely used for cleaning metal parts and circuit boards, as a photoresist solvent in the electronics industry, as an aerosol propellant, as a cutting fluid additive, and as a solvent for inks, paints, adhesives and other coatings. This molecule is marketed with stabilizers since it is unstable with respect to dehydrochlorination and attacks some metals. Stabilizers comprise up to 8% of the formulation, including acid scavengers (epoxides, amines) and complexants. The Montreal Protocol targeted 1,1,1-trichloroethane as one of those compounds responsible for ozone depletion and banned its use beginning in 1996. Since then, its manufacture and use has been phased out throughout most of the world. The organic compound 1,1,1-trichloroethane, also known as methyl chloroform, is a chloroalkane. This colourless, sweet-smelling liquid was once produced industrially in large quantities for use as a solvent. It is regulated by the Montreal Protocol as an ozone-depleting substance and its use is being rapidly phased out.",CHEMBL16080
CC(=C)[C@H]1CCC(=CC1)C=O,-4.09,,
Cc1ccccc1[N+](=O)[O-],-3.58,This molecule is a light yellow oily liquid with a characteristic odor of aromatic nitro compounds. Sinks in water. Derived from toluene by nitration and separation by fractional distillation. Flash point 223 °F. This molecule is a mononitrotoluene that is toluene carrying a nitro substituent at position 2. It has a role as an environmental contaminant and a carcinogenic agent.,CHEMBL47047
CCCCCCCI,0.27,,
c1cc2ccc3cccc4c3c2c(c1)cc4,-4.52,,
CCCCCCl,-0.1,This molecule appears as a clear colorless to light-brown liquid with an aromatic odor. Flash point may vary from 35 to 54 °F. Less dense than water and insoluble in water. Hence floats on water. Vapors are heavier than air. Vapors may be narcotic in high concentrations.,CHEMBL348039
CC(C)COC(=O)C,-2.36,,
CCC(C)(C)C,2.51,"This molecule is a colorless liquid with an odor of gasoline. Less dense than water and insoluble in water. Hence floats on water. Irritating vapor. Flash point -54 °F. This molecule is an isomer of hexane. Hexane is a chemical made from crude oil. It is highly flammable, and its vapors can be explosive. Pure hexane is used in laboratories. Most of the hexane used in industry is mixed with similar chemicals called solvents. The major use for solvents containing hexane is to extract vegetable oils from crops such as soybeans. These solvents are also used as cleaning agents in the printing, textile, furniture, and shoemaking industries. Certain kinds of special glues used in the roofing and shoe and leather industries also contain hexane. Several consumer products contain hexane, such as gasoline, quick-drying glues used in various hobbies, and rubber cement. (L175)",CHEMBL142735
c1cc(ccc1N)N(=O)=O,-9.82,,
COC(=O)CC#N,-6.72,This molecule is an alkyl cyanoacetate ester.,CHEMBL1532013
COc1ccc(cc1)N,-7.48,,
CC(C)Cc1ccccc1,0.16,"This molecule is a clear colorless liquids with an aromatic odor. Less dense than water and insoluble in water. Vapors heavier than air. This molecule is an alkylbenzene that is benzene carrying an isobutyl substituent. This molecule is a natural product found in Vaccinium virgatum, Vaccinium ashei, and other organisms with data available.",CHEMBL195882
c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,-2.16,,
CN,-4.55,"This molecule appears as a colorless gas or a liquid. Pungent fishy odor resembling odor of ammonia. The liquid boils at 20.3 °F hence vaporizes rapidly when unconfined. Vapors are heavier than air and may collect in low-lying areas. Easily ignited under most conditions. Under prolonged exposure to intense heat the containers may rupture violently and rocket. Used for making pharmaceuticals, insecticides, paint removers, surfactants, rubber chemicals. This molecule is the simplest of the methylamines, consisting of ammonia bearing a single methyl substituent. It has a role as a mouse metabolite. It is a primary aliphatic amine, a one-carbon compound and a member of methylamines. It is a conjugate base of a methylammonium. This molecule is a natural product found in Homo sapiens, Fulica atra, and other organisms with data available. This molecule is a uremic toxin.  Uremic toxins can be subdivided into three major groups based upon their chemical and physical characteristics: 1) small, water-soluble, non-protein-bound compounds, such as urea; 2) small, lipid-soluble and/or protein-bound compounds, such as the phenols and 3) larger so-called middle-molecules, such as beta2-microglobulin. Chronic exposure of uremic toxins can lead to a number of conditions including renal damage, chronic kidney disease and cardiovascular disease.
This molecule occurs endogenously from amine catabolism and its tissue levels increase in some pathological conditions, including diabetes. Interestingly, methylamine and ammonia levels are reciprocally controlled by a semicarbazide-sensitive amine oxidase activity that deaminates methylamine to formaldehyde with the production of ammonia and hydrogen peroxide. This molecule also targets the voltage-operated neuronal potassium channels, probably inducing release of neurotransmitter(s). Semicarbazide-sensitive amine oxidase (SSAO) catalyzes the deamination of primary amines. Such deamination has been shown capable of regulating glucose transport in adipose cells. It has been independently discovered that the primary structure of vascular adhesion protein-1 (VAP-1) is identical to SSAO. Increased serum SSAO activities have been found in patients with diabetic mellitus, vascular disorders and Alzheimer's disease. The SSAO-catalyzed deamination of endogenous substrates like methylamine led to production of toxic formaldehyde. Chronic elevated methylamine increases the excretion of malondialdehyde and microalbuminuria. Amine oxidase substrates such as methylamine have been shown to stimulate glucose uptake by increasing the recruitment of the glucose transporter GLUT4 from vesicles within the cell to the cell surface. Inhibition of this effect by the presence of semicarbazide and catalase led to the suggestion that the process is mediated by the H2O2 produced in the oxidation of these amines. (A3265, A3266, A3267).",CHEMBL43280
c1ccc(c(c1)O)Cl,-4.55,,
c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,-11.53,,
C(=C\Cl)\Cl,-1.17,,
CCCCC(=O)C,-3.28,,
C(CO[N+](=O)[O-])O[N+](=O)[O-],-5.73,,
c1ccc(c(c1)O)F,-5.29,,
Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,-9.41,,
C=Cc1ccccc1,-1.24,"This molecule is primarily a synthetic chemical. It is also known as vinylbenzene, ethenylbenzene, cinnamene, or phenylethylene. It's a colorless liquid that evaporates easily and has a sweet smell. It often contains other chemicals that give it a sharp, unpleasant smell. It dissolves in some liquids but doesn't dissolve easily in water. Billions of pounds are produced each year to make products such as rubber, plastic, insulation, fiberglass, pipes, automobile parts, food containers, and carpet backing. Most of these products contain styrene linked together in a long chain (polystyrene) as well as unlinked styrene. Low levels of styrene also occur naturally in a variety of foods such as fruits, vegetables, nuts, beverages, and meats. Insoluble in water and less dense than water. Contact may cause irritate skin, eyes, and mucous membranes. May be toxic by ingestion. This molecule appears as a clear colorless to dark liquid with an aromatic odor. Vapors heavier than air and irritating to the eyes and mucous membranes. Subject to polymerization. If the polymerization takes place inside a closed container, the container may rupture violently. Less dense than water and insoluble in water. Used to make plastics, paints, and synthetic rubber. This molecule is a vinylarene that is benzene carrying a vinyl group. It has been isolated from the benzoin resin produced by Styrax species. It has a role as a mutagen, a plant metabolite and a mouse metabolite. It is a vinylarene, a volatile organic compound and a member of styrenes. This molecule is primarily used in the production of polystyrene plastics and resins. Acute (short-term) exposure to styrene in humans results in mucous membrane and eye irritation, and gastrointestinal effects. Chronic (long-term) exposure to styrene in humans results in effects on the central nervous system (CNS), such as headache, fatigue, weakness, and depression, CSN dysfunction, hearing loss, and peripheral neuropathy. Human studies are inconclusive on the reproductive and developmental effects of styrene; several studies did not report an increase in developmental effects in women who worked in the plastics industry, while an increased frequency of spontaneous abortions and decreased frequency of births were reported in another study. Several epidemiologic studies suggest there may be an association between styrene exposure and an increased risk of leukemia and lymphoma. However, the evidence is inconclusive due to confounding factors. EPA has not given a formal carcinogen classification to styrene. This molecule is a natural product found in Oecophylla smaragdina, Punica granatum, and other organisms with data available. This molecule is found in alcoholic beverages. This molecule is present in cranberry, bilberry, currants, grapes, vinegar, parsley, milk and dairy products, whisky, cocoa, coffee, tea, roasted filberts and peanuts. This molecule is a flavouring ingredient. Polymers are used in ion-exchange resins in food processing. Indirect food additive arising from adhesives, oatings and packaging materials. This molecule, also known as vinyl benzene, is a colorless oily liquid that evaporates easily and has a sweet smell, although high concentrations confer a less pleasant odor. This molecule is the precursor to polystyrene and several copolymers. Low levels of styrene occur naturally in plants as well as a variety of foods such as fruits, vegetables, nuts, beverages, and meats. (Wikipedia) 

This molecule has been shown to exhibit signalling and catabolic functions (A7738, A7739).

This molecule belongs to the family of This molecules. These are organic compounds containing an ethenylbenzene moiety.",CHEMBL285235
CCOP(=O)(OCC)OCC,-7.5,"This molecule appears as a colorless, corrosive liquid. Combustible. Slowly dissolves in water and sinks in water. Severely irritates skin, eyes and mucous membranes. This molecule is a trialkyl phosphate that is the triethy ester derivative of phosphoric acid. It is functionally related to an ethanol. This molecule is produced by the reaction between diethylphosphate and water, with ethanol as a byproduct.",CHEMBL1236251
C(C(F)(F)F)O,-4.31,,
CCCCOC[C@H](C)O,-5.73,,
CCCO,-4.85,"This molecule appears as a clear colorless liquid with a sharp musty odor like rubbing alcohol. Flash point 53-77 °F. Autoignites at 700 °F. Vapors are heavier than air and mildly irritate the eyes, nose, and throat. Density approximately 6.5 lb / gal. Used in making cosmetics, skin and hair preparations, pharmaceuticals, perfumes, lacquer formulations, dye solutions, antifreezes, rubbing alcohols, soaps, window cleaners, acetone and other chemicals and products. This molecule is the parent member of the class of propan-1-ols that is propane in which a hydrogen of one of the methyl groups is replaced by a hydroxy group. It has a role as a protic solvent and a metabolite. It is a short-chain primary fatty alcohol and a member of propan-1-ols. This molecule is used as a solvent and chemical intermediate. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Tuber melanosporum, Zea mays, and other organisms with data available.",CHEMBL14687
