smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,description,chembl_id
Cc1ccccc1N,o-Toluidine,-1.922,1,107.156,1,1,0,26.02,-2.21,"This molecule appears as a clear colorless or light yellow liquid. May become reddish brown on exposure to air and light. Flash point 185 °F. Has about the same density as water and is very slightly soluble in water. Vapors are heavier than air. Confirmed carcinogen. This molecule is an aminotoluene in which the amino substituent is ortho to the methyl group. It has a role as a carcinogenic agent. This molecule is primarily used in the manufacture of dyes. This molecule is highly toxic to humans when absorbed through the skin, inhaled as vapor, or swallowed. Acute (short-term) exposure of humans to o- toluidine affects the blood (i.e., methemoglobinemia), with clinical signs of central nervous system depression. The chronic (long-term) effects in workers exposed to o-toluidine include anemia, anorexia, weight loss, skin lesions, central nervous system depression, cyanosis, and methemoglobinemia. Animal studies indicate that chronic exposure too-toluidine causes effects on the spleen, liver, urinary bladder, and blood. Occupational exposure to dyestuffs (including o-toluidine) is associated with an increased risk of bladder cancer. 2-Methylaniline hydrochloride (the hydrochloride salt of o-toluidine) was carcinogenic in rats and mice. This molecule has been classified by EPA as a Group B2, probable human carcinogen. This molecule is a synthetic, light sensitive, light yellow liquid that is slightly soluble in water and miscible with carbon tetrachloride, diethyl ether and ethanol. The hydrochloride is a synthetic, light sensitive, white crystalline powder that is soluble in dimethylsulfoxide and ethanol. This molecule and o-toluidine hydrochloride are used primarily as intermediates in the manufacture of dyes and pigments. When heated to decomposition, o-toluidine emits toxic fumes of nitrogen oxides while the hydrochloride also produces hydrochloric acid. Four studies of workers exposed to o-toluidine reported an excess of bladder cancers. This molecule and o-toluidine hydrochloride are reasonably anticipated to be human carcinogens. (NCI05) This molecule is a natural product found in Camellia sinensis with data available. These molecules are quite similar to those of aniline and toluidines have properties in common with other aromatic amines. Due to the amino group bonded to the aromatic ring, the toluidines are weakly basic. None of the toluidines is very soluble in pure water, but will become soluble if the aqueous solution is acidic due to formation of ammonium salts, as usual for organic amines. At room temperature and pressure, ortho- and meta-toluidines are viscous liquids, but para-toluidine is a flaky solid. This can be explained by the fact that the p-toluidine molecules are more symmetrical and fit into a crystalline structure more easily. p-Toluidine can be obtained from reduction of p-nitrotoluene. p-Toluidine reacts with formaldehyde to form Troger's base.",CHEMBL1381
c1(OC)ccc(CC=C)cc1,Estragole,-3.074,1,148.205,0,1,3,9.23,-2.92,,
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,karbutilate,-2.655,1,279.34,2,1,2,70.67,-2.93,,
CC(C)C=C,3-Methyl-1-Butene,-1.994,1,70.135,0,0,1,0.0,-2.73,,
Oc1ccccn1,2-Hydroxypyridine,-1.655,1,95.101,1,1,0,33.120000000000005,1.02,"This molecule is a monohydroxypyridine that is pyridine substituted by a hydroxy group at position 2. It has a role as a plant metabolite. This molecule is a natural product found in Perilla frutescens, Lotus burttii, and other organisms with data available.",CHEMBL662
CC,Ethane,-1.132,1,30.07,0,0,0,0.0,-1.36,"This molecule appears as a colorless odorless gas. It is easily ignited. The vapors are heavier than air. It can asphyxiate by the displacement of air. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. Contact with the liquid may cause frostbite. This molecule appears as a colorless odorless very cold liquid. Boils at -88.6 °C. Easily ignited and a flame can flash back to the source of a leak very easily. Vapors are heavier than air. Vapors can asphyxiate by the displacement of air from enclosed spaces. Direct contact can cause frostbite. Contact of very cold liquid with water may result in vigorous or violent boiling. If the water is hot, there is the possibility that a liquid &quot;superheat&quot; explosion may occur. Pressures may build to dangerous levels if liquid gas contacts water in a closed container. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. Used in manufacturing other chemicals. This molecule is an alkane comprising of two carbon atoms. It has a role as a refrigerant and a plant metabolite. It is a gas molecular entity and an alkane. This molecule is a natural product found in Humulus lupulus, Aster scaber, and other organisms with data available.",CHEMBL135626
Clc1ccccc1Cl,"1,2-Dichlorobenzene",-3.482,1,147.00399999999996,0,1,0,0.0,-3.05,"This molecule appears as a clear colorless liquid with a pleasant odor. Denser than water and insoluble in water. Flash point 150 °F. Toxic by inhalation and ingestion. Used to make other chemicals, solvents, fumigants and insecticides and for many other uses. This molecule is a dichlorobenzene carrying chloro substituents at positions 1 and 2. It has a role as a hepatotoxic agent and a metabolite. This molecule is an organic compound. It is a non-polar colorless liquid that is miscible in most organic solvents. This derivative of benzene differs from the parent compound by the presence of two adjacent chlorine atoms. 1,2-dichlorobenzene is used as a precursor for agrochemicals, as a solvent for fullerenes, as an insecticide and as an agent to remove carbon-based contamination from metal. This molecule is a natural product found in Gossypium hirsutum and Nepeta racemosa with data available. This molecule is an organic compound with the formula C6H4Cl2. This colourless liquid is poorly soluble in water but miscible with most organic solvents. 1,2-Dichlorobenzene contains two chlorine atoms connected to one benzene molecule. Most of the 1,2-DCB released into the environment is present as a vapor. 1,2-DCB can burn, but they do not burn easily. (L395, L553)",CHEMBL298461
Sc2nc1ccccc1s2 ,mercaptobenzothiazole,-3.411,1,167.25799999999998,1,2,0,12.89,-3.18,,
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,"2,2',3,3',4,4',5,5',6,6'-PCB",-9.589,1,498.66200000000026,0,2,1,0.0,-11.6,,
COc2c1occc1cc3ccc(=O)oc23 ,Methoxsalen,-3.25,1,216.19199999999995,0,3,1,52.58,-3.664,,
CC(=O)N,Acetamide,0.494,1,59.068,1,0,0,43.09,1.58,,
Cc1cccc2ccccc12,1-Methylnaphthalene,-3.802,1,142.201,0,2,0,0.0,-3.7,"This molecule appears as bluish-brown oil or a clear yellow liquid. Coal tar or mothball odor. (NTP, 1992) This molecule is a colorless liquid. Freezing point -22 °C (7.6 °F). Boiling point 240-243 °C (464-469 °F). Flash point 82 °C (180 °F). Denser than water. Derived from coal tar and used in organic synthesis. This molecule is a methylnaphthalene carrying a methyl substituent at position 1. It has a role as a carcinogenic agent and a plant metabolite. This molecule is a natural product found in Swertia japonica, Gossypium hirsutum, and other organisms with data available. This molecule is found in black walnut. This molecule is a flavouring ingredient.",CHEMBL383808
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,Napropamide,-4.088,1,271.36,0,2,5,29.540000000000003,-3.57,,
CC(O)C(C)(C)C,"3,3-Dimethyl-2-butanol",-1.2919999999999998,1,102.177,1,0,0,20.23,-0.62,This molecule is a metabolite found in or produced by Saccharomyces cerevisiae.,CHEMBL457417
CCCC(=O)OCC,Methyl pentanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.36,"This molecule appears as a clear colorless liquid with a pineapple-like odor. Flash point 78 °F. Less dense than water and insoluble in water. Vapors heavier than air. This molecule is a butyrate ester resulting from the formal condensation of the hydroxy group of ethanol with the carboxy group of butyric acid. It has a role as a plant metabolite. It is functionally related to an ethanol. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Mandragora autumnalis, Heracleum persicum, and other organisms with data available.",CHEMBL44800
CC2=CC(=O)c1ccccc1C2=O ,Menadione,-2.667,1,172.18299999999996,0,2,0,34.14,-3.03,,
c1ccc2c(c1)ccc3ccccc32,Phenanthrene,-4.518,2,178.23399999999998,0,3,0,0.0,-5.26,,
Cc1ccnc(C)c1,"2,4-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.38,,
CCCCCCCCCO,1-Nonanol,-2.46,1,144.258,1,0,7,20.23,-3.01,"This molecule appears as colorless liquid with a rose or fruity odor. Floats on water. Freezing point 23 °F. (USCG, 1999) This molecule is a nonanol that is nonane substituted by a hydroxy group at position 1. It has been isolated as a component of volatile oils from plants like Hordeum vulgare. It has a role as a plant metabolite, a volatile oil component, a flavouring agent and an antifungal agent. It is a nonanol and a primary alcohol. This molecule is a natural product found in Francisella tularensis, Humulus lupulus, and other organisms with data available.",CHEMBL24563
BrCBr,Dibromomethane,-1.883,1,173.83499999999998,0,0,0,0.0,-1.17,"This molecule appears as a colorless liquid with a pleasant odor. Insoluble in water and denser than water. May be toxic by ingestion. Used as a solvent and as a motor fuel. This molecule is a member of the class of bromomethanes that is methane substituted by two bromo groups. It is produced by marine algae. It has a role as a marine metabolite and an algal metabolite. It is a member of bromomethanes and a bromohydrocarbon. This molecule is a natural product found in Ascophyllum nodosum and Chondrus crispus with data available. This molecule is an organobromide compound. It may be produced synthetically or naturally by marine algae. This molecule is used as a solvent, gage fluid and in organic synthesis. Bromine is a halogen element with the symbol Br and atomic number 35. Diatomic bromine does not occur naturally, but bromine salts can be found in crustal rock. (L625, L693)",CHEMBL1229889
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Dexamethasone,-3.4,1,392.4670000000002,3,4,2,94.83,-3.59,This molecule is a 21-hydroxy steroid.,CHEMBL1393513
Cc1ccc2cc(C)ccc2c1,"2,6-Dimethylnaphthalene ",-4.147,1,156.228,0,2,0,0.0,-4.89,This molecule is a dimethylnaphthalene carrying methyl groups at positions 2 and 6. It has a role as an environmental contaminant. This molecule is a natural product found in Magnolia liliiflora with data available.,CHEMBL194983
CCSC(=O)N(CC(C)C)CC(C)C,Butylate,-3.4530000000000003,1,217.378,0,0,5,20.31,-3.68,"This molecule is a tertiary amine. This molecule is one of the pesticide compounds considered by the US EPA to have the greatest potential for leaching into groundwater (9). This molecule is only slightly soluble in water (46 micrograms/ml). It degrades fairly rapidly with a soil half life of 3 to 10 weeks in moist soils under aerobic conditions. The major routes of exposure to butylate are through the skin and by inhalation. This molecule is a thiocarbamate, a class of chemicals known for their tendency to irritate the skin and the mucous membranes of the respiratory tract. It may cause symptoms of scratchy throat, sneezing, and coughing when large amounts of dusts or spray are inhaled (4,7). Slight eye irritation can be caused by butylate, potentially leading to permanent eye damage [7,22]. Skin irritation was observed in rabbits topically exposed to 2000 mg of technical butylate (85.71% pure) for 24 hours.",CHEMBL1873329
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,nitroglycerin,-2.029,1,227.085,0,0,8,157.11,-2.22,,
Nc1cccc(c1)N(=O)=O,m-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.19,,
CCCCCl,1-Chlorobutane,-1.94,1,92.569,0,0,2,0.0,-2.03,This molecule appears as a water white liquid with a sharp odor. Flash point 20 °F. Boiling point 77-78 °C (173 °F). Density 7.5 lb / gal. Slightly soluble in water. Vapors are heavier than air. Used in the manufacture of a variety of organic chemicals.,CHEMBL47259
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,triforine,-3.715,1,430.9340000000001,2,1,6,64.68,-4.19,,
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,Fluridone,-4.249,1,329.321,0,3,2,22.0,-4.445,,
Nc3cc2c1ccccc1ccc2c4ccccc34 ,6-aminochrysene,-4.849,1,243.309,1,4,0,26.02,-6.2,,
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,Estrone,-3.872,1,270.372,1,4,0,37.3,-3.955,,
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,RTI 17,-4.227,1,269.373,0,3,1,19.37,-4.706,,
CC1CO1,"1,2-Propylene oxide",-0.358,1,58.08,0,1,0,12.53,-0.59,"This molecule appears as a clear colorless volatile liquid with an ethereal odor. Flash point -35 °F. Boiling point 95 °F. Density 6.9 lb./gal. Flammable over a wide range of vapor-air concentrations. If contaminated, may polymerize with evolution of heat and possible rupture of container. Vapors irritate eyes, skin, and respiratory system. Prolonged contact with skin may result in delayed burns. Vapors heavier than air. Used as a fumigant, in making detergents and lubricants, and to make other chemicals. This molecule is an epoxide that is oxirane substituted by a methyl group at position 2. It is functionally related to an oxirane. This molecule is used in the production of polyethers (the primary component of polyurethane foams) and propylene glycol. Acute (short-term) exposure of humans and animals to propylene oxide has caused eye and respiratory tract irritation. Dermal contact, even with dilute solutions, has caused skin irritation and necrosis in humans. This molecule is also a mild central nervous system (CNS) depressant in humans. Inflammatory lesions of the nasal cavity, trachea, and lungs and neurological effects have been observed in animals chronically (long-term) exposed to propylene oxide by inhalation. This molecule has been observed to cause tumors at or near the site of administration in rodents, causing forestomach tumors following ingestion via gavage (experimentally placing the chemical in the stomach) and nasal tumors after inhalation exposure. EPA has classified propylene oxide as a Group B2, probable human carcinogen. This molecule is a synthetic, highly-flammable, volatile, colorless liquid that is soluble in water and miscible with many organic solvents. Propylene oxide is used primarily as a chemical intermediate in the production of polyethers and propylene glycol. It is also used as a pesticide and a fumigant for the sterilization of packaged foods and plastic medical instruments. Acute inhalation exposure to vapors of this compound can result in respiratory tract irritation, coughing, difficulty in breathing (dyspnea) and buildup of fluid in the lungs (pulmonary edema) that can possibly lead to pneumonia. Inhale high concentrations of the vapors for short time periods may cause headache, motor weakness, incoordination, ataxia and coma. Contact with propylene oxide can irritate the eyes and skin. It is reasonably anticipated to be a human carcinogen. (NCI05)",CHEMBL2251584
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,Nitrazepam,-3.4730000000000003,1,281.271,1,3,2,84.6,-3.796,,
CCNC(=S)NCC,"1,3-diethylthiourea",-1.028,1,132.232,2,0,2,24.06,-1.46,"Buff solid or white powder. (NTP, 1992) This molecule is thiourea in which each nitrogen carries an ethyl substituent. It has a role as an allergen.",CHEMBL1611590
Oc1cc(Cl)cc(Cl)c1Cl,"2,3,5-Trichlorophenol",-3.78,1,197.448,1,1,0,20.23,-2.67,"Long colorless needles or white chalky solid. (NTP, 1992)",CHEMBL1569358
CCCCC(=O)OC,Propyl propanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.34,,
Nc1ccccc1,Aniline ,-1.632,1,93.129,1,1,0,26.02,-0.41,"This molecule is a clear to slightly yellow liquid with a characteristic odor. It does not readily evaporate at room temperature. This molecule is slightly soluble in water and mixes readily with most organic solvents. This molecule is used to make a wide variety of products such as polyurethane foam, agricultural chemicals, synthetic dyes, antioxidants, stabilizers for the rubber industry, herbicides, varnishes and explosives This molecule appears as a yellowish to brownish oily liquid with a musty fishy odor. Melting point -6 °C; boiling point 184 °C; flash point 158 °F. Denser than water (8.5 lb / gal) and slightly soluble in water. Vapors heavier than air. Toxic by skin absorption and inhalation. Produces toxic oxides of nitrogen during combustion. Used to manufacture other chemicals, especially dyes, photographic chemicals, agricultural chemicals and others. This molecule is a primary arylamine in which an amino functional group is substituted for one of the benzene hydrogens. It is a primary arylamine and a member of anilines. This molecule is an organic compound with the formula C6H5NH2. Consisting of an amine attached to a benzene ring, aniline is the prototypical aromatic amine. Being a precursor to many industrial chemicals, its main use is in the manufacture of precursors to polyurethane. Like most volatile amines, it possesses the somewhat unpleasant odour of rotten fish. Aniline is colorless, but it slowly oxidizes and resinifies in air, giving a red-brown tint to aged samples. This molecule is produced or used. The acute (short-term) and chronic (long-term) effects of aniline in humans consist mainly of effects on the lung, such as upper respiratory tract irritation and congestion. Chronic exposure may also result in effects on the blood. Human cancer data are insufficient to conclude that aniline is a cause of bladder tumors while animal studies indicate that aniline causes tumors of the spleen. EPA has classified aniline as a Group B2, probable human carcinogen. This molecule is a natural product found in Camellia sinensis and Trigonella foenum-graecum with data available. This molecule is an organic chemical compound, specifically a primary aromatic amine. It consists of a benzene ring attached to an amino group. This molecule is oily and, although colorless, it can be slowly oxidized and resinified in air to form impurities which can give it a red-brown tint. Its boiling point is 184 degree centigrade and its melting point is -6 degree centegrade. It is a liquid at room temperature. Like most volatile amines, it possesses a somewhat unpleasant odour of rotten fish, and also has a burning aromatic taste; it is a highly acrid poison. It ignites readily, burning with a large smoky flame. This molecule reacts with strong acids to form salts containing the anilinium (or phenylammonium) ion (C6H5-NH3+), and reacts with acyl halides (such as acetyl chloride (ethanoyl chloride), CH3COCl) to form amides. The amides formed from aniline are sometimes called anilides, for example CH3-CO-NH-C6H5 is acetanilide, for which the modern name is N-phenyl ethanamide. Like phenols, aniline derivatives are highly reactive in electrophilic substitution reactions. For example, sulfonation of aniline produces sulfanilic acid, which can be converted to sulfanilamide. Sulfanilamide is one of the sulfa drugs which were widely used as antibacterial in the early 20th century. This molecule was first isolated from the destructive distillation of indigo in 1826 by Otto Unverdorben. In 1834, Friedrich Runge isolated from coal tar a substance which produced a beautiful blue color on treatment with chloride of lime; this he named kyanol or cyanol. In 1841, C. J. Fritzsche showed that by treating indigo with caustic potash it yielded an oil, which he named aniline, from the specific name of one of the indigo-yielding plants, Indigofera anil, anil being derived from the Sanskrit, dark-blue.",CHEMBL538
